,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
204,H15505,2014,1.0,1,Not Painted,Fenced,no garden,rural area,4000,4,1980,4,6033,0.0
5827,H15507,2013,1.0,0,Not Painted,Fenced,no garden,rural area,800,2,1970,3,83129,1.0
3810,H15510,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1800,1,2009,5,63075,0.0
129,H15515,2012,1.0,1,Not Painted,Fenced,no garden,rural area,450,4,1920,4,6012,0.0
4691,H15518,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1540,1,2009,4,74018,0.0
4692,H15519,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1540,1,2009,4,74018,0.0
2704,H1552,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,2110,1,1980,   ,36044,0.0
4693,H15520,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1540,1,2009,4,74018,1.0
6521,H15522,2013,0.216438356,1,Not Painted,Fenced,no garden,rural area,6038,3,1982,7,92063,1.0
2137,H15523,2015,0.983561644,1,Not Painted,Fenced,no garden,rural area,6053,2,2008,3,31506,0.0
2138,H15524,2016,1.0,1,Not Painted,Fenced,no garden,rural area,6053,2,2008,3,31506,0.0
6541,H15526,2012,1.0,1,Not Painted,Fenced,no garden,rural area,1285,3,1970,5,92073,0.0
2705,H1553,2016,0.99726776,1,Painted,Not Fenced,Has garden,urban area,2110,1,1980,   ,36044,1.0
4223,H15533,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,460,2,2005,3,66136,0.0
4688,H15534,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2450,1,2009,3,74016,0.0
6188,H15536,2013,1.0,1,Not Painted,Fenced,no garden,rural area,195,1,1950,3,91376,0.0
6419,H15540,2013,1.0,1,Not Painted,Fenced,no garden,rural area,3068,3,2009,5,92035,1.0
543,H15543,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2000,4,1980,3,6136,0.0
2103,H15544,2012,1.0,1,Not Painted,Fenced,no garden,rural area,405,2,1920,2,30341,0.0
5596,H15549,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1861,2,2008,5,82121,0.0
2706,H1555,2015,1.0,1,Painted,Not Fenced,Has garden,urban area,2100,1,1980,   ,36044,1.0
6875,H15555,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,620,3,1950,3,94071,0.0
101,H15558,2014,1.0,0,Not Painted,Fenced,no garden,rural area,800,4,1950,4,6004,0.0
2707,H1556,2014,0.747945205,1,Painted,Not Fenced,Has garden,urban area,1105,1,1980,   ,36044,1.0
5032,H15560,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1540,4,1900,7,75114,0.0
6868,H15562,2012,1.0,1,Not Painted,Fenced,no garden,rural area,460,3,1950,3,94069,0.0
7078,H15568,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1989,   ,,0.0
5590,H15571,2015,1.0,0,Not Painted,Fenced,no garden,rural area,340,1,1900,2,81065,0.0
2272,H15574,2012,1.0,1,Not Painted,Fenced,no garden,rural area,660,3,1950,5,33063,0.0
2930,H15575,2013,0.495890411,0,Not Painted,Fenced,no garden,rural area,3570,2,1990,5,38517,0.0
1854,H15576,2013,1.0,0,Not Painted,Fenced,no garden,rural area,620,2,1900,3,24322,0.0
2492,H15577,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1200,2,2008,1,34150,0.0
25,H15578,2012,1.0,0,Not Painted,Fenced,no garden,rural area,5439,1,1976,10,3190,0.0
26,H15579,2014,1.0,0,Not Painted,Fenced,no garden,rural area,5439,1,1976,10,3190,1.0
7079,H15580,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1900,   ,,1.0
6211,H15581,2012,0.74863388,0,Not Painted,Fenced,no garden,rural area,300,1,1960,2,91657,0.0
3139,H15583,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2550,1,2009,3,42299,0.0
3140,H15584,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2550,1,2009,3,42299,0.0
3631,H15586,2012,1.0,0,Not Painted,Fenced,no garden,rural area,10900,3,2009,5,59599,0.0
3632,H15587,2014,1.0,0,Not Painted,Fenced,no garden,rural area,10900,3,2009,5,59599,1.0
3633,H15588,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,10900,3,2009,5,59599,1.0
254,H15590,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2880,4,1970,8,6083,1.0
2660,H15593,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,4395,1,1971,6,35288,0.0
7041,H15596,2015,1.0,0,Not Painted,Fenced,no garden,rural area,4207,3,2009,4,2B033,0.0
2046,H15598,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3000,2,1992,4,30133,0.0
4313,H15599,2014,1.0,0,Not Painted,Fenced,no garden,rural area,300,3,1970,3,67482,0.0
7004,H15600,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1500,3,1960,4,2A004,0.0
5463,H15602,2014,0.747945205,1,Not Painted,Fenced,no garden,rural area,426,2,1965,3,78092,0.0
6522,H15603,2014,1.0,1,Not Painted,Fenced,no garden,rural area,240,3,1960,2,92063,0.0
6523,H15604,2014,1.0,1,Not Painted,Fenced,no garden,rural area,330,3,1930,4,92063,1.0
6524,H15605,2015,1.0,1,Not Painted,Fenced,no garden,rural area,330,3,1930,4,92063,0.0
5392,H15606,2013,0.830136986,1,Not Painted,Fenced,no garden,rural area,2100,2,1980,3,77243,0.0
45,H15609,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1550,1,1972,4,5004,1.0
46,H15610,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1550,1,1972,4,5004,0.0
6479,H15613,2012,1.0,1,Not Painted,Fenced,no garden,rural area,2549,3,2007,2,92049,0.0
6115,H15615,2015,0.747945205,1,Not Painted,Fenced,no garden,rural area,300,1,1970,3,91161,0.0
3452,H15622,2013,0.747945205,1,Not Painted,Fenced,no garden,rural area,4890,2,2009,3,56260,0.0
6603,H15623,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1650,3,1967,7,93045,0.0
5482,H15624,2014,1.0,1,Not Painted,Fenced,no garden,rural area,340,2,1948,3,78311,0.0
230,H15625,2013,1.0,0,Not Painted,Fenced,no garden,rural area,450,4,1960,3,6079,0.0
1013,H15626,2014,1.0,1,Not Painted,Fenced,no garden,rural area,6980,2,2009,5,13202,1.0
130,H15630,2014,1.0,1,Not Painted,Fenced,no garden,rural area,1380,4,1960,5,6012,0.0
6201,H15631,2012,1.0,1,Not Painted,Fenced,no garden,rural area,390,1,1900,3,91477,0.0
6202,H15632,2013,0.682191781,1,Not Painted,Fenced,no garden,rural area,390,1,1900,3,91477,0.0
5033,H15635,2012,1.0,1,Not Painted,Fenced,no garden,rural area,2816,4,1980,2,75114,0.0
5828,H15636,2013,1.0,0,Not Painted,Fenced,no garden,rural area,750,2,1977,3,83129,0.0
5829,H15637,2015,1.0,0,Not Painted,Fenced,no garden,rural area,750,2,1977,3,83129,0.0
5830,H15638,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,750,2,1977,3,83129,0.0
4569,H15639,2013,1.0,0,Not Painted,Fenced,no garden,rural area,568,1,1972,4,73011,0.0
4570,H15640,2014,1.0,0,Not Painted,Fenced,no garden,rural area,568,1,1972,4,73011,0.0
3136,H15643,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2500,1,1982,5,42279,0.0
255,H15644,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3343,4,1970,7,6083,0.0
4435,H15647,2014,1.0,0,Not Painted,Fenced,no garden,rural area,393,2,1954,3,68297,0.0
2114,H15649,2013,0.832876712,0,Not Painted,Fenced,no garden,rural area,1702,2,2009,5,31033,0.0
4066,H15650,2013,1.0,0,Not Painted,Fenced,no garden,rural area,15580,3,1900,5,64445,1.0
4067,H15651,2014,1.0,0,Not Painted,Fenced,no garden,rural area,15580,3,1900,5,64445,0.0
4068,H15652,2016,0.663934426,0,Not Painted,Fenced,no garden,rural area,15580,3,1900,5,64445,1.0
6960,H15655,2013,0.0,1,Not Painted,Fenced,no garden,rural area,6015,2,1960,4,95428,0.0
4936,H15656,2012,1.0,1,Not Painted,Fenced,no garden,rural area,2080,4,1900,6,75108,0.0
1682,H15660,2015,1.0,0,Not Painted,Fenced,no garden,rural area,520,1,1920,4,17306,1.0
1683,H15661,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,520,1,1920,4,17306,0.0
6364,H15662,2013,1.0,1,Not Painted,Fenced,no garden,rural area,420,3,1968,5,92025,0.0
2273,H15663,2013,1.0,1,Not Painted,Fenced,no garden,rural area,3300,1,1965,5,33063,0.0
1226,H15667,2012,1.0,1,Not Painted,Fenced,no garden,rural area,1388,2,1945,5,13206,0.0
1227,H15669,2014,1.0,1,Not Painted,Fenced,no garden,rural area,1388,2,1945,5,13206,0.0
6564,H15673,2012,1.0,0,Not Painted,Fenced,no garden,rural area,321,3,1900,2,93006,0.0
6565,H15674,2013,1.0,0,Not Painted,Fenced,no garden,rural area,321,3,1900,2,93006,0.0
12,H15676,2013,1.0,0,Not Painted,Fenced,no garden,rural area,842,1,1550,4,1305,0.0
5491,H15678,2012,1.0,0,Not Painted,Fenced,no garden,rural area,9390,2,1977,9,78372,1.0
5492,H15679,2014,1.0,0,Not Painted,Fenced,no garden,rural area,9390,2,1977,9,78372,1.0
2802,H1568,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,776,3,1930,4,38185,1.0
5393,H15681,2013,1.0,1,Not Painted,Fenced,no garden,rural area,250,2,1950,3,77243,1.0
4808,H15683,2013,1.0,1,Not Painted,Fenced,no garden,rural area,5200,1,2009,5,74220,0.0
5607,H15685,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1212,2,1990,3,83009,1.0
1142,H15686,2012,1.0,0,Not Painted,Fenced,no garden,rural area,755,2,1900,5,13205,0.0
1094,H15689,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1890,2,1965,5,13204,0.0
3035,H15690,2015,1.0,0,Not Painted,Fenced,no garden,rural area,4400,1,2009,6,42147,1.0
3036,H15691,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,4400,1,2009,6,42147,1.0
6604,H15692,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,500,3,1900,4,93045,0.0
6517,H15694,2014,1.0,1,Not Painted,Fenced,no garden,rural area,1650,3,1950,5,92062,1.0
5943,H15695,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1850,1,2009,3,84089,0.0
1941,H15697,2014,1.0,0,Not Painted,Fenced,no garden,rural area,3737,1,2009,2,27229,0.0
2274,H15698,2012,1.0,1,Not Painted,Fenced,no garden,rural area,5264,1,1960,5,33063,0.0
5977,H15702,2016,0.994535519,0,Not Painted,Fenced,no garden,rural area,1181,1,1990,5,86194,1.0
2275,H15703,2012,1.0,1,Not Painted,Fenced,no garden,rural area,1065,3,1964,3,33063,0.0
2379,H15709,2014,1.0,1,Not Painted,Fenced,no garden,rural area,2544,3,1972,5,33069,0.0
4780,H1571,2013,1.0,0,Not Painted,Fenced,,rural area,6203,1,1990,5,74173,0.0
2276,H15710,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1250,1,1960,4,33063,0.0
2277,H15711,2014,1.0,1,Not Painted,Fenced,no garden,rural area,1250,1,1960,4,33063,0.0
2278,H15712,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,1250,1,1960,4,33063,0.0
6616,H15713,2013,1.0,0,Not Painted,Fenced,no garden,rural area,300,3,1900,4,93048,0.0
86,H15714,2015,1.0,0,Not Painted,Fenced,no garden,rural area,530,1,1999,4,5133,0.0
3022,H15715,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1180,1,2009,4,42011,0.0
2967,H15716,2013,1.0,0,Not Painted,Fenced,no garden,rural area,335,2,1985,1,38567,0.0
2968,H15717,2015,1.0,0,Not Painted,Fenced,no garden,rural area,335,2,1985,1,38567,0.0
2969,H15718,2016,0.830601093,0,Not Painted,Fenced,no garden,rural area,335,2,1985,1,38567,0.0
2803,H1572,2015,0.953424658,1,Not Painted,Not Fenced,Has garden,urban area,800,3,0,   ,38185,0.0
6127,H15721,2014,1.0,0,Not Painted,Fenced,no garden,rural area,250,1,1980,3,91174,0.0
6128,H15722,2015,1.0,0,Not Painted,Fenced,no garden,rural area,250,1,1980,3,91174,1.0
6687,H15726,2013,1.0,1,Not Painted,Fenced,no garden,rural area,4709,3,1950,5,93078,0.0
6688,H15727,2014,0.901369863,1,Not Painted,Fenced,no garden,rural area,4709,3,1950,5,93078,0.0
500,H15728,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1200,4,1975,5,6104,0.0
2804,H1573,2013,1.0,1,Not Painted,Fenced,no garden,rural area,13280,2,1968,9,38185,1.0
7005,H15731,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3100,3,1970,6,2A004,1.0
5401,H15732,2016,0.0,0,Not Painted,Fenced,no garden,rural area,2320,2,1960,1,77285,0.0
6656,H15734,2015,1.0,1,Not Painted,Fenced,no garden,rural area,2500,3,1948,5,93062,1.0
7006,H15736,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,8150,3,1960,6,2A004,0.0
1696,H15738,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,999,1,2006,4,19031,0.0
4353,H15739,2013,1.0,0,Not Painted,Fenced,no garden,rural area,327,2,1940,3,67500,0.0
6412,H15741,2012,1.0,1,Not Painted,Fenced,no garden,rural area,1300,3,1980,3,92033,0.0
6365,H15743,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2910,3,1930,8,92025,1.0
6366,H15744,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2910,3,1930,8,92025,0.0
6367,H15745,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2910,3,1930,8,92025,0.0
6368,H15746,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2910,3,1930,8,92025,0.0
6369,H15747,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2910,3,1930,8,92025,0.0
6420,H15748,2013,1.0,1,Not Painted,Fenced,no garden,rural area,770,3,1900,6,92035,0.0
2805,H1575,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,13280,2,1968,9,38185,1.0
2470,H15750,2014,0.915068493,1,Not Painted,Fenced,no garden,rural area,1494,2,2009,2,34073,0.0
2622,H15752,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2800,1,2009,4,35093,0.0
2154,H15753,2012,1.0,0,Not Painted,Fenced,no garden,rural area,450,2,1970,4,31555,0.0
6116,H15754,2013,1.0,1,Not Painted,Fenced,no garden,rural area,4536,1,1960,5,91161,0.0
6436,H15756,2012,1.0,0,Not Painted,Fenced,no garden,rural area,850,3,1930,6,92036,1.0
6437,H15757,2015,1.0,0,Not Painted,Fenced,no garden,rural area,850,3,1930,6,92036,0.0
4633,H1576,2013,0.953424658,1,Painted,Not Fenced,Has garden,urban area,1180,1,0,   ,73296,0.0
5467,H15760,2012,1.0,1,Not Painted,Fenced,no garden,rural area,378,2,1950,2,78172,0.0
5468,H15761,2013,0.084931507,1,Not Painted,Fenced,no garden,rural area,378,2,1950,2,78172,0.0
6208,H15763,2013,0.495890411,0,Not Painted,Fenced,no garden,rural area,380,1,1900,3,91577,0.0
6955,H15768,2014,1.0,1,Not Painted,Fenced,no garden,rural area,550,2,1990,2,95424,0.0
7080,H15769,2012,0.74863388,0,Not Painted,Not Fenced,Has garden,urban area,0,1,2009,   ,,0.0
4646,H1577,2013,1.0,1,Not Painted,Not Fenced,Has garden,urban area,850,1,0,   ,73920,0.0
3737,H15770,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1700,2,2009,4,62261,1.0
5072,H15771,2015,1.0,1,Not Painted,Fenced,no garden,rural area,850,4,1991,7,75115,0.0
131,H15772,2012,1.0,0,Not Painted,Fenced,no garden,rural area,428,4,1930,4,6012,0.0
5073,H15773,2012,1.0,1,Not Painted,Fenced,no garden,rural area,1125,4,1955,7,75115,1.0
5074,H15774,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,1125,4,1955,7,75115,0.0
7081,H15775,2015,1.0,1,Not Painted,Not Fenced,Has garden,urban area,0,3,1969,   ,,1.0
4209,H15776,2012,1.0,1,Not Painted,Fenced,no garden,rural area,935,2,2007,2,66130,0.0
5978,H15777,2013,1.0,0,Not Painted,Fenced,no garden,rural area,620,1,1920,4,86194,1.0
6777,H15784,2014,1.0,1,Not Painted,Fenced,no garden,rural area,490,3,1950,2,94052,0.0
3953,H15786,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2015,2,2009,3,64102,0.0
3954,H15787,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2015,2,2009,3,64102,0.0
2708,H15790,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1911,1,1983,4,36044,1.0
2709,H15791,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1911,1,1983,4,36044,0.0
806,H15793,2013,1.0,0,Not Painted,Fenced,no garden,rural area,5716,1,1970,6,13005,0.0
5415,H15794,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2126,2,2000,2,77296,0.0
5842,H15795,2012,1.0,1,Not Painted,Fenced,no garden,rural area,350,2,1950,3,83137,0.0
5843,H15796,2016,1.0,1,Not Painted,Fenced,no garden,rural area,350,2,1950,3,83137,0.0
559,H15797,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3767,4,1968,4,6157,0.0
959,H15799,2012,1.0,0,Not Painted,Fenced,no garden,rural area,650,2,1900,5,13201,0.0
2232,H158,2013,0.482191781,0,Not Painted,Fenced,no garden,rural area,295,1,1910,2,33009,0.0
4224,H15800,2013,0.021917808,0,Not Painted,Fenced,no garden,rural area,800,2,1975,3,66136,0.0
5768,H15806,2012,1.0,0,Not Painted,Fenced,no garden,rural area,977,2,1991,3,83118,1.0
380,H15808,2014,0.117808219,1,Not Painted,Fenced,no garden,rural area,1350,4,1960,6,6088,0.0
1630,H15810,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3904,1,2005,4,16015,1.0
4674,H15811,2015,1.0,1,Not Painted,Fenced,no garden,rural area,4395,1,2009,5,74012,0.0
7082,H15812,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,1,2009,   ,,0.0
7007,H15813,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3000,3,1960,4,2A004,1.0
3641,H15816,2013,1.0,0,Not Painted,Fenced,no garden,rural area,19195,2,1970,6,60057,1.0
4630,H15818,2015,1.0,0,Not Painted,Fenced,no garden,rural area,160,1,2009,2,73257,0.0
6451,H15819,2012,1.0,1,Not Painted,Fenced,no garden,rural area,12287,3,1998,8,92044,0.0
5124,H15820,2015,1.0,1,Not Painted,Fenced,no garden,rural area,700,4,1910,5,75116,0.0
6077,H15821,2014,1.0,0,Not Painted,Fenced,no garden,rural area,7023,1,1780,3,89291,0.0
5735,H15823,2013,1.0,0,Not Painted,Fenced,no garden,rural area,5880,2,1960,5,83098,1.0
5946,H15824,2014,1.0,0,Not Painted,Fenced,no garden,rural area,3000,1,1965,4,84129,1.0
207,H15826,2013,1.0,0,Not Painted,Fenced,no garden,rural area,570,4,1960,2,6036,0.0
6214,H15827,2012,1.0,1,Not Painted,Fenced,no garden,rural area,820,1,1880,3,91679,0.0
7083,H15828,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1972,   ,,0.0
863,H15830,2014,1.0,0,Not Painted,Fenced,no garden,rural area,585,1,1954,2,13056,0.0
560,H15833,2012,1.0,0,Not Painted,Fenced,no garden,rural area,600,4,1970,3,6157,1.0
1505,H15834,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,6100,2,2007,5,13215,0.0
1228,H15835,2014,1.0,0,Not Painted,Fenced,no garden,rural area,865,2,1960,6,13206,0.0
6302,H15836,2012,1.0,1,Not Painted,Fenced,no garden,rural area,4100,3,1960,10,92012,0.0
6303,H15838,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,4100,3,1960,10,92012,0.0
501,H15839,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1320,4,1970,3,6104,0.0
132,H1584,2015,1.0,1,Not Painted,Fenced,no garden,rural area,1000,4,1940,6,6012,0.0
4210,H15840,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1350,2,2007,2,66130,1.0
4211,H15841,2015,1.0,1,Not Painted,Fenced,no garden,rural area,1350,2,2007,2,66130,0.0
6633,H15842,2013,0.0,1,Not Painted,Fenced,no garden,rural area,3601,3,1960,3,93051,0.0
7084,H15844,2013,0.046575342,1,Not Painted,Not Fenced,Has garden,urban area,0,2,1980,   ,,0.0
7085,H15846,2014,0.997260274,1,Not Painted,Not Fenced,Has garden,urban area,0,2,1930,   ,,0.0
5485,H15847,2014,1.0,1,Not Painted,Fenced,no garden,rural area,890,2,1900,3,78327,0.0
593,H15849,2014,1.0,0,Not Painted,Fenced,no garden,rural area,320,1,2000,3,7102,0.0
1506,H1585,2013,0.271232877,0,Not Painted,Not Fenced,Has garden,urban area,204,2,1960,   ,13215,0.0
7086,H15853,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1890,   ,,0.0
561,H15854,2014,1.0,0,Not Painted,Fenced,no garden,rural area,8641,4,1987,6,6157,1.0
2279,H15856,2016,0.99726776,1,Not Painted,Fenced,no garden,rural area,1234,3,2001,2,33063,1.0
1775,H1586,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,5910,2,1980,   ,21231,0.0
3038,H15860,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3350,1,1997,5,42149,0.0
784,H15862,2013,1.0,0,Not Painted,Fenced,no garden,rural area,499,1,1986,2,13004,0.0
785,H15863,2014,1.0,0,Not Painted,Fenced,no garden,rural area,499,1,1986,2,13004,1.0
1095,H15864,2012,1.0,0,Not Painted,Fenced,no garden,rural area,950,2,1960,5,13204,0.0
5125,H15865,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1785,4,1950,7,75116,1.0
3762,H15867,2013,0.161643836,0,Not Painted,Fenced,no garden,rural area,3350,2,1986,5,62826,0.0
256,H15869,2014,1.0,0,Not Painted,Fenced,no garden,rural area,10573,4,1972,9,6083,0.0
2435,H1587,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2500,2,1980,   ,34032,1.0
6341,H15870,2012,1.0,0,Not Painted,Fenced,no garden,rural area,225,3,1950,2,92020,0.0
2280,H15871,2014,1.0,1,Not Painted,Fenced,no garden,rural area,850,3,1975,4,33063,0.0
2281,H15872,2015,1.0,1,Not Painted,Fenced,no garden,rural area,850,3,1975,4,33063,0.0
2282,H15873,2013,1.0,1,Not Painted,Fenced,no garden,rural area,14120,3,1980,8,33063,0.0
529,H15874,2014,1.0,0,Not Painted,Fenced,no garden,rural area,900,4,1985,3,6120,0.0
530,H15875,2015,1.0,0,Not Painted,Fenced,no garden,rural area,900,4,1985,3,6120,1.0
7087,H15876,2013,1.0,1,Not Painted,Not Fenced,Has garden,urban area,0,3,1950,   ,,0.0
4314,H15877,2013,1.0,1,Not Painted,Fenced,no garden,rural area,909,3,1903,6,67482,0.0
4315,H15878,2014,1.0,1,Not Painted,Fenced,no garden,rural area,909,3,1903,6,67482,0.0
3243,H15879,2012,0.459016393,1,Not Painted,Fenced,no garden,rural area,554,1,1900,3,45234,0.0
2436,H1588,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,2500,2,1980,   ,34032,0.0
4949,H15881,2012,1.0,1,Not Painted,Fenced,no garden,rural area,2549,4,1900,6,75109,1.0
4405,H15887,2016,0.967213115,0,Not Painted,Fenced,no garden,rural area,5235,2,2006,3,68256,0.0
2806,H1589,2013,0.865753425,1,Not Painted,Not Fenced,Has garden,urban area,850,3,1960,   ,38185,0.0
960,H15892,2012,1.0,1,Not Painted,Fenced,no garden,rural area,500,2,1940,6,13201,0.0
2155,H15894,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2300,2,1972,3,31555,0.0
2156,H15895,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2300,2,1972,3,31555,0.0
5075,H15896,2014,1.0,1,Not Painted,Fenced,no garden,rural area,1170,4,1919,6,75115,0.0
6949,H15897,2012,1.0,1,Not Painted,Fenced,no garden,rural area,500,2,1970,4,95306,1.0
1375,H1590,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,510,2,1960,   ,13208,0.0
5170,H15901,2014,1.0,1,Not Painted,Fenced,no garden,rural area,2504,4,1920,7,75117,0.0
2283,H15902,2013,0.0,1,Not Painted,Fenced,no garden,rural area,600,3,1900,5,33063,0.0
6585,H15903,2012,1.0,0,Not Painted,Fenced,no garden,rural area,220,3,1995,2,93029,0.0
3234,H15904,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3575,1,2010,5,45155,0.0
3235,H15905,2015,0.997260274,0,Not Painted,Fenced,no garden,rural area,3575,1,2010,5,45155,0.0
3236,H15906,2016,0.994535519,0,Not Painted,Fenced,no garden,rural area,3575,1,2010,5,45155,0.0
4978,H15907,2012,1.0,1,Not Painted,Fenced,no garden,rural area,500,4,1900,5,75111,0.0
4979,H15908,2013,1.0,1,Not Painted,Fenced,no garden,rural area,500,4,1900,5,75111,0.0
5808,H15909,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1100,2,1989,4,83126,0.0
5809,H15910,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1100,2,1989,4,83126,0.0
